## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=idling_subsample_33p_dedup.pdf INPUT=idling_subsample_33p_dedup.bam OUTPUT=idling_subsample_33p_dedup_ISM.txt VALIDATION_STRINGENCY=LENIENT    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 12 10:00:53 CST 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
231	52	136	2	242917615	286.700108	211.39018	34502976	FR	49	103	165	223	273	315	355	449	731	957	1389			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
287	48166
288	48333
289	48110
290	48093
291	48066
292	46868
293	47103
294	46461
295	46292
296	45625
297	45432
298	46045
299	46509
300	45997
301	45900
302	45881
303	45560
304	45312
305	44004
306	43886
307	43687
308	43808
309	44126
310	44564
311	44403
312	44192
313	43713
314	43106
315	43066
316	42463
317	42517
318	42397
319	42970
320	42653
321	42940
322	43109
323	42509
324	42681
325	42156
326	41907
327	41894
328	42018
329	41708
330	42154
331	42180
332	42432
333	42132
334	42482
335	42027
336	41425
337	41464
338	41524
339	41744
340	41467
341	41942
342	41833
343	41810
344	42116
345	41854
346	41745
347	41538
348	41943
349	42106
350	41840
351	41673
352	41796
353	42030
354	42273
355	41697
356	42167
357	42374
358	42153
359	42439
360	42282
361	42218
362	42183
363	42249
364	42293
365	42294
366	42616
367	42191
368	42358
369	42634
370	42347
371	42319
372	42550
373	43057
374	42769
375	42459
376	42271
377	42769
378	42566
379	42840
380	42714
381	42757
382	43126
383	42998
384	43046
385	42782
386	42776
387	42967
388	42768
389	43169
390	42904
391	43268
392	43143
393	43050
394	42784
395	42494
396	42604
397	42878
398	42387
399	42715
400	42375
401	42484
402	42400
403	42289
404	42305
405	42024
406	41934
407	41789
408	41496
409	41455
410	41264
411	41455
412	40916
413	41219
414	40874
415	40887
416	40449
417	39938
418	40087
419	40448
420	39723
421	39410
422	39375
423	39474
424	38656
425	38773
426	38097
427	38170
428	38168
429	38016
430	37598
431	37288
432	37074
433	37259
434	36923
435	36809
436	36406
437	35986
438	36058
439	35829
440	35435
441	35017
442	34800
443	34892
444	34989
445	34107
446	33797
447	33727
448	33416
449	33112
450	33253
451	32578
452	33003
453	32843
454	32145
455	32281
456	31949
457	31700
458	31620
459	31377
460	31160
461	30812
462	30515
463	30377
464	29924
465	29933
466	30126
467	29716
468	29787
469	29472
470	29302
471	28946
472	28908
473	28626
474	28703
475	28363
476	28544
477	28112
478	27881
479	27690
480	27533
481	27347
482	27263
483	27188
484	27085
485	27250
486	26888
487	26920
488	26754
489	26235
490	26275
491	26333
492	26198
493	25896
494	25764
495	25907
496	25641
497	25935
498	25457
499	25306
500	25149
501	24983
502	25052
503	24964
504	25097
505	24830
506	24703
507	24756
508	24661
509	24464
510	24235
511	24168
512	24413
513	24057
514	24125
515	23988
516	23841
517	23708
518	23997
519	23718
520	23561
521	23493
522	23614
523	23619
524	23535
525	23615
526	23346
527	23587
528	23270
529	23297
530	23254
531	23141
532	23337
533	23139
534	22999
535	23267
536	23090
537	22970
538	23203
539	22988
540	22760
541	22761
542	22972
543	22826
544	22869
545	22732
546	22699
547	22482
548	22511
549	22386
550	22159
551	22420
552	22353
553	22661
554	22365
555	22494
556	22458
557	22522
558	22668
559	22288
560	22449
561	22160
562	22337
563	22280
564	22205
565	22117
566	22124
567	21993
568	22185
569	22202
570	22112
571	21914
572	21975
573	21886
574	21925
575	21622
576	21766
577	21999
578	21967
579	21633
580	21771
581	21752
582	21547
583	21368
584	21593
585	21260
586	21605
587	21375
588	20960
589	21364
590	21252
591	21078
592	20747
593	20780
594	20958
595	20587
596	20562
597	20819
598	20724
599	20553
600	20206
601	20475
602	20024
603	20157
604	20371
605	20018
606	20277
607	19699
608	19929
609	19728
610	19586
611	19269
612	19428
613	19182
614	19271
615	18955
616	18937
617	18601
618	18827
619	18753
620	18575
621	18539
622	18328
623	18307
624	17927
625	17894
626	17683
627	17591
628	17629
629	17396
630	17063
631	17271
632	17283
633	17220
634	17026
635	16744
636	16721
637	16558
638	16666
639	16315
640	16339
641	16052
642	15849
643	16107
644	15730
645	15786
646	15566
647	15595
648	15250
649	15236
650	15254
651	14870
652	14931
653	14683
654	14632
655	14523
656	14476
657	14311
658	14280
659	14322
660	14054
661	13983
662	13863
663	13650
664	13652
665	13505
666	13541
667	13437
668	13583
669	13355
670	13120
671	13163
672	12964
673	12971
674	12779
675	12626
676	12639
677	12646
678	12783
679	12458
680	12304
681	12207
682	12140
683	12061
684	12232
685	11889
686	11765
687	12073
688	11707
689	11928
690	11701
691	11689
692	11558
693	11459
694	11432
695	11621
696	11328
697	11253
698	11157
699	11146
700	11065
701	10979
702	10894
703	10883
704	10986
705	10747
706	10789
707	10642
708	10743
709	10398
710	10348
711	10486
712	10437
713	10455
714	10453
715	10215
716	10153
717	10342
718	10368
719	10241
720	9991
721	10361
722	10012
723	10130
724	10072
725	9914
726	9798
727	9841
728	9860
729	9740
730	9680
731	9802
732	9729
733	9785
734	9652
735	9625
736	9459
737	9484
738	9568
739	9515
740	9521
741	9272
742	9440
743	9326
744	9225
745	9170
746	9249
747	9085
748	9193
749	9027
750	9098
751	9170
752	9109
753	8853
754	9012
755	9202
756	8891
757	8898
758	8997
759	8783
760	8626
761	8701
762	8708
763	8684
764	8584
765	8471
766	8528
767	8310
768	8568
769	8438
770	8355
771	8358
772	8435
773	8365
774	8305
775	8341
776	8078
777	8101
778	8149
779	8158
780	8040
781	8052
782	7831
783	7881
784	7935
785	7756
786	7825
787	7759
788	7617
789	7601
790	7534
791	7674
792	7603
793	7447
794	7632
795	7302
796	7226
797	7331
798	7134
799	7136
800	7256
801	7012
802	7001
803	6937
804	6998
805	6839
806	6771
807	6837
808	6732
809	6843
810	6626
811	6538
812	6642
813	6572
814	6361
815	6393
816	6323
817	6272
818	6296
819	6274
820	6144
821	6025
822	6056
823	6069
824	6136
825	5981
826	5866
827	5886
828	5886
829	5763
830	5613
831	5451
832	5578
833	5517
834	5502
835	5528
836	5352
837	5300
838	5348
839	5338
840	5206
841	5210
842	5219
843	5137
844	5017
845	5061
846	4891
847	5035
848	4842
849	4870
850	4831
851	4735
852	4640
853	4719
854	4717
855	4734
856	4534
857	4498
858	4553
859	4462
860	4310
861	4308
862	4334
863	4461
864	4468
865	4288
866	4276
867	4123
868	4100
869	4001
870	4107
871	4051
872	4068
873	3843
874	3918
875	3924
876	3989
877	3888
878	3900
879	3790
880	3739
881	3650
882	3744
883	3780
884	3673
885	3600
886	3613
887	3479
888	3658
889	3510
890	3449
891	3425
892	3461
893	3382
894	3408
895	3327
896	3424
897	3398
898	3353
899	3145
900	3195
901	3235
902	3182
903	3122
904	3175
905	3143
906	3079
907	3053
908	3102
909	3037
910	3027
911	3025
912	3010
913	2969
914	2989
915	2864
916	2973
917	2841
918	2849
919	2789
920	2825
921	2861
922	2841
923	2761
924	2787
925	2800
926	2664
927	2805
928	2725
929	2754
930	2655
931	2646
932	2647
933	2617
934	2564
935	2539
936	2542
937	2513
938	2592
939	2543
940	2444
941	2465
942	2447
943	2477
944	2490
945	2322
946	2342
947	2391
948	2370
949	2406
950	2321
951	2342
952	2270
953	2324
954	2315
955	2266
956	2277
957	2194
958	2183
959	2275
960	2083
961	2178
962	2115
963	2158
964	2079
965	2139
966	2047
967	2060
968	2100
969	2044
970	2062
971	1921
972	2006
973	1930
974	1997
975	1935
976	1907
977	1921
978	1938
979	1946
980	1938
981	1928
982	1821
983	1829
984	1888
985	1795
986	1772
987	1748
988	1658
989	1765
990	1703
991	1676
992	1704
993	1713
994	1655
995	1605
996	1674
997	1620
998	1537
999	1607
1000	1548
1001	1524
1002	1594
1003	1531
1004	1478
1005	1501
1006	1525
1007	1473
1008	1450
1009	1481
1010	1406
1011	1449
1012	1453
1013	1401
1014	1364
1015	1298
1016	1312
1017	1375
1018	1357
1019	1295
1020	1312
1021	1316
1022	1238
1023	1265
1024	1258
1025	1261
1026	1186
1027	1153
1028	1192
1029	1220
1030	1181
1031	1204
1032	1148
1033	1169
1034	1152
1035	1159
1036	1128
1037	1128
1038	1107
1039	1089
1040	1030
1041	1043
1042	1091
1043	1049
1044	1038
1045	998
1046	964
1047	985
1048	999
1049	949
1050	1019
1051	926
1052	948
1053	940
1054	913
1055	908
1056	894
1057	869
1058	877
1059	917
1060	815
1061	857
1062	795
1063	862
1064	763
1065	869
1066	770
1067	825
1068	812
1069	797
1070	784
1071	818
1072	817
1073	759
1074	710
1075	729
1076	735
1077	692
1078	707
1079	683
1080	719
1081	726
1082	667
1083	698
1084	649
1085	633
1086	639
1087	656
1088	677
1089	629
1090	614
1091	612
1092	620
1093	618
1094	586
1095	587
1096	589
1097	578
1098	637
1099	584
1100	555
1101	607
1102	553
1103	545
1104	564
1105	589
1106	525
1107	548
1108	521
1109	547
1110	532
1111	499
1112	511
1113	542
1114	488
1115	475
1116	488
1117	478
1118	480
1119	488
1120	499
1121	467
1122	495
1123	455
1124	469
1125	449
1126	475
1127	448
1128	433
1129	430
1130	443
1131	438
1132	452
1133	435
1134	456
1135	424
1136	450
1137	401
1138	393
1139	419
1140	389
1141	433
1142	377
1143	414
1144	390
1145	380
1146	384
1147	355
1148	367
1149	388
1150	347
1151	370
1152	337
1153	380
1154	349
1155	344
1156	326
1157	357
1158	333
1159	357
1160	346
1161	311
1162	323
1163	315
1164	317
1165	330
1166	315
1167	319
1168	311
1169	279
1170	301
1171	298
1172	288
1173	286
1174	301
1175	324
1176	319
1177	280
1178	257
1179	271
1180	275
1181	249
1182	275
1183	311
1184	274
1185	237
1186	248
1187	273
1188	260
1189	274
1190	248
1191	248
1192	250
1193	268
1194	266
1195	243
1196	227
1197	239
1198	233
1199	233
1200	217
1201	223
1202	232
1203	228
1204	207
1205	217
1206	232
1207	202
1208	194
1209	198
1210	196
1211	226
1212	177
1213	217
1214	205
1215	187
1216	205
1217	205
1218	185
1219	188
1220	208
1221	182
1222	204
1223	174
1224	163
1225	161
1226	164
1227	185
1228	178
1229	176
1230	158
1231	158
1232	163
1233	153
1234	174
1235	141
1236	182
1237	165
1238	148
1239	136
1240	137
1241	119
1242	140
1243	157
1244	124
1245	156
1246	151
1247	145
1248	141
1249	145
1250	119
1251	130
1252	120
1253	130
1254	134
1255	134
1256	126
1257	129
1258	112
1259	119
1260	122
1261	144
1262	125
1263	130
1264	123
1265	106
1266	112
1267	129
1268	115
1269	103
1270	107
1271	106
1272	94
1273	117
1274	96
1275	93
1276	105
1277	98
1278	99
1279	88
1280	103
1281	94
1282	98
1283	97
1284	82
1285	99
1286	94
1287	102
1288	111
1289	88
1290	99
1291	82
1292	76
1293	77
1294	76
1295	77
1296	84
1297	74
1298	68
1299	82
1300	66
1301	91
1302	72
1303	80
1304	72
1305	74
1306	61
1307	69
1308	68
1309	75
1310	68
1311	75
1312	50
1313	55
1314	97
1315	62
1316	61
1317	70
1318	72
1319	49
1320	55
1321	59
1322	57
1323	58
1324	59
1325	62
1326	58
1327	63
1328	63
1329	54
1330	50
1331	60
1332	58
1333	63
1334	59
1335	36
1336	48
1337	46
1338	44
1339	40
1340	49
1341	47
1342	44
1343	62
1344	51
1345	56
1346	41
1347	56
1348	57
1349	40
1350	49
1351	46
1352	32
1353	35
1354	48
1355	39
1356	38
1357	33
1358	29
1359	35
1360	38
1361	45
1362	37
1363	33
1364	24
1365	38
1366	42
1367	38
1368	32
1369	30
1370	26
1371	29
1372	23
1373	37
1374	32
1375	25
1376	35
1377	27
1378	25
1379	30
1380	29
1381	39
1382	20
1383	24
1384	37
1385	27
1386	26
1387	20
1388	29
1389	26
1390	23
1391	28
1392	28
1393	31
1394	24
1395	32
1396	25
1397	26
1398	25
1399	30
1400	22
1401	22
1402	20
1403	21
1404	20
1405	17
1406	19
1407	24
1408	21
1409	22
1410	22
1411	25
1412	18
1413	12
1414	19
1415	20
1416	22
1417	29
1418	19
1419	16
1420	17
1421	21
1422	18
1423	25
1424	22
1425	13
1426	23
1427	15
1428	28
1429	19
1430	14
1431	19
1432	21
1433	23
1434	13
1435	16
1436	19
1437	23
1438	17
1439	13
1440	26
1441	29
1442	16
1443	12
1444	13
1445	16
1446	16
1447	12
1448	17
1449	25
1450	8
1451	19
1452	20
1453	13
1454	12
1455	13
1456	27
1457	16
1458	7
1459	12
1460	16
1461	10
1462	15
1463	14
1464	19
1465	15
1466	17
1467	13
1468	13
1469	25
1470	15
1471	16
1472	14
1473	16
1474	8
1475	16
1476	13
1477	16
1478	14
1479	21
1480	15
1481	11
1482	12
1483	21
1484	16
1485	16
1486	12
1487	10
1488	9
1489	18
1490	9
1491	18
1492	17
1493	14
1494	14
1495	10
1496	14
1497	16
1498	14
1499	7
1500	12
1501	9
1502	10
1503	12
1504	12
1505	5
1506	10
1507	13
1508	12
1509	17
1510	10
1511	17
1512	9
1513	9
1514	13
1515	10
1516	17
1517	14
1518	19
1519	13
1520	21
1521	16
1522	18
1523	9
1524	10
1525	14
1526	15
1527	9
1528	11
1529	12
1530	4
1531	5
1532	11
1533	16
1534	14
1535	15
1536	13
1537	16
1538	15
1539	9
1540	11
1541	15
1542	13
1543	16
1544	7
1545	8
1546	16
1547	13
1548	5
1549	10
1550	13
1551	11
1552	10
1553	4
1554	14
1555	10
1556	5
1557	10
1558	15
1559	9
1560	9
1561	11
1562	8
1563	14
1564	14
1565	11
1566	8
1567	8
1568	9
1569	10
1570	9
1571	13
1572	7
1573	20
1574	7
1575	11
1576	12
1577	12
1578	10
1579	19
1580	7
1581	11
1582	9
1583	6
1584	8
1585	5
1586	6
1587	4
1588	7
1589	11
1590	8
1591	3

